0.001		 2.953216374269006e-05 		 0.00017719298245614035 		 570000
0.002		 0.0005233333333333333 		 0.00314 		 50000
0.003		 0.0028333333333333335 		 0.017 		 10000
0.004		 0.009416666666666667 		 0.0565 		 10000
0.005		 0.020716666666666664 		 0.1243 		 10000
0.001		 3e-05 		 0.00018 		 650000
0.001		 2.6984126984126984e-05 		 0.0001619047619047619 		 630000
0.002		 0.0005266666666666667 		 0.00316 		 50000
0.003		 0.0028833333333333332 		 0.0173 		 10000
0.004		 0.008966666666666666 		 0.0538 		 10000
0.005		 0.020533333333333334 		 0.1232 		 10000
