# 30 100 100
0.002		 0.00016893939393939394 		 0.0020272727272727274 		 330000
0.003		 0.0012972222222222222 		 0.015566666666666666 		 30000
0.004		 0.0055000000000000005 		 0.066 		 10000
0.005		 0.018208333333333333 		 0.2185 		 10000
# 1000 1000 100
# A partir de aquí he cambiado las iteraciones de bp:
0.001		 3.875968992248062e-06 		 4.651162790697674e-05 		 2150000
0.002		 9.499999999999999e-05 		 0.00114 		 100000
# 30 100 2730
0.001		 6.720430107526882e-06 		 8.064516129032258e-05 		 1240000
0.002		 0.0001597222222222222 		 0.0019166666666666666 		 60000
# 30 1000 2730
0.001		 6.459948320413437e-06 		 7.751937984496124e-05 		 1290000
0.001		 8.287165281625116e-06 		 9.944598337950139e-05 		 14440000
# 1000 1000 2730
0.001		 4.0650406504065046e-06 		 4.878048780487805e-05 		 2050000
